Team,Age,Wins,Losses,Year,Playoff,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,3PAr,eFG%,FT,FTA,FT%,TS%,AST,ORB,TRB,PTS,MOV,ORtg,DRtg,Pace,TOV%,ORB%,Finals_Rk
New York Knicks,28.9,57,25,1994,True,37.8,82.1,46.0,33.9,71.1,47.699999999999996,3.9,11.1,34.8,13.5,48.3,19.1,25.6,74.6,52.7,25.2,14.3,45.3,98.5,6.99,105.7,98.2,92.8,15.1,34.4,Runner-Up
San Antonio Spurs,29.0,55,27,1994,True,38.8,81.6,47.5,35.7,72.9,49.0,3.0,8.7,34.9,10.7,49.4,19.5,26.2,74.2,53.7,23.1,14.5,46.2,100.0,5.26,110.4,104.6,90.1,13.6,35.6,Knocked Out
Atlanta Hawks,28.7,57,25,1994,True,39.6,85.8,46.1,36.3,75.7,48.0,3.3,10.1,32.300000000000004,11.799999999999999,48.0,19.0,25.2,75.2,52.300000000000004,25.1,15.2,44.8,101.4,5.27,107.2,101.7,94.2,13.6,34.6,Knocked Out
Phoenix Suns,28.7,56,26,1994,True,41.8,86.3,48.4,37.6,73.6,51.1,4.2,12.7,33.0,14.7,50.9,20.4,28.1,72.8,54.800000000000004,27.6,14.9,44.8,108.2,4.84,111.7,106.8,96.7,13.9,35.2,Knocked Out
Utah Jazz,29.4,53,29,1994,True,39.1,82.1,47.699999999999996,36.9,75.2,49.1,2.2,6.8,32.0,8.3,49.0,21.5,29.0,74.0,53.7,26.6,12.9,42.0,101.9,4.22,108.6,104.1,93.1,13.3,31.3,Knocked Out
Houston Rockets,28.1,58,24,1994,True,39.0,82.1,47.5,33.8,66.4,50.8,5.2,15.7,33.4,19.1,50.7,17.9,24.1,74.3,54.50000000000001,25.5,11.3,43.2,101.1,4.32,105.9,101.4,95.0,15.0,27.6,Champion
Cleveland Cavaliers,27.9,47,35,1994,True,38.2,82.1,46.5,34.6,72.2,48.0,3.6,9.9,36.199999999999996,12.1,48.699999999999996,21.2,27.5,77.0,53.7,25.0,13.3,42.0,101.2,4.02,109.4,105.1,91.7,12.8,31.8,Knocked Out
Orlando Magic,25.8,50,32,1994,True,40.7,83.9,48.5,35.9,70.1,51.300000000000004,4.8,13.9,34.699999999999996,16.5,51.4,19.4,28.6,67.80000000000001,54.7,25.2,14.4,43.1,105.7,3.89,110.8,106.7,95.2,14.4,33.8,Knocked Out
Indiana Pacers,27.2,47,35,1994,True,38.6,79.5,48.6,36.4,73.4,49.6,2.2,6.1,36.8,7.7,50.0,21.5,29.1,73.8,54.7,25.1,13.8,43.2,101.0,3.45,107.8,104.2,93.3,16.0,34.4,Knocked Out
Chicago Bulls,27.7,55,27,1994,True,39.6,83.1,47.599999999999994,36.7,75.1,48.9,2.8,8.0,35.4,9.700000000000001,49.3,16.0,22.7,70.5,52.6,25.6,13.9,43.1,98.0,3.09,106.1,102.7,91.9,14.6,33.8,Knocked Out
Miami Heat,26.0,42,40,1994,True,39.0,84.1,46.400000000000006,34.9,71.9,48.5,4.1,12.2,33.800000000000004,14.499999999999998,48.8,21.3,27.1,78.5,53.800000000000004,22.6,15.1,44.4,103.4,2.67,109.5,106.7,93.8,14.3,35.3,Knocked Out
Portland Trail Blazers,28.6,47,35,1994,True,41.1,90.6,45.4,37.8,81.2,46.6,3.3,9.4,35.3,10.4,47.199999999999996,21.7,29.2,74.3,51.800000000000004,25.2,15.9,45.9,107.3,2.63,108.1,105.5,98.8,12.5,34.4,Knocked Out
Brooklyn Nets,26.6,45,37,1994,True,38.6,86.8,44.5,35.9,78.4,45.800000000000004,2.7,8.3,32.7,9.6,46.1,23.2,30.4,76.2,51.5,23.2,15.9,47.0,103.2,2.2,107.2,104.9,95.5,12.7,34.0,Knocked Out
Golden State Warriors,25.0,50,32,1994,True,42.8,87.1,49.2,39.3,76.7,51.2,3.5,10.5,33.900000000000006,12.0,51.2,18.6,28.1,66.4,54.2,26.8,14.4,43.6,107.9,1.74,108.3,106.5,99.1,14.9,32.9,Knocked Out
Denver Nuggets,24.8,42,40,1994,True,38.5,82.7,46.5,36.4,75.4,48.3,2.1,7.3,28.499999999999996,8.799999999999999,47.8,21.2,29.5,71.8,52.400000000000006,21.5,13.5,44.7,100.3,1.49,103.9,102.3,96.1,15.3,32.2,Knocked Out
Charlotte Hornets,27.6,41,41,1994,False,41.2,86.6,47.599999999999994,37.1,75.4,49.3,4.1,11.2,36.7,12.9,50.0,19.9,26.0,76.4,54.300000000000004,27.0,12.4,42.6,106.5,-0.22,108.4,108.6,97.5,13.6,29.2,Never Qualified
Boston Celtics,27.8,32,50,1994,False,40.6,86.1,47.199999999999996,39.0,80.2,48.6,1.7,5.8,28.9,6.800000000000001,48.199999999999996,17.8,24.4,73.0,52.1,23.5,12.6,41.7,100.8,-4.28,104.2,108.7,95.6,13.5,29.3,Never Qualified
Los Angeles Lakers,26.5,33,49,1994,False,40.1,89.2,45.0,37.2,79.4,46.800000000000004,2.9,9.8,30.0,11.0,46.6,17.2,24.0,71.7,50.3,24.2,15.4,42.2,100.4,-4.29,104.8,109.3,95.5,12.8,33.2,Never Qualified
Los Angeles Clippers,27.0,27,55,1994,False,40.8,87.4,46.7,37.7,77.2,48.8,3.1,10.1,30.3,11.600000000000001,48.4,18.4,26.0,70.89999999999999,52.1,26.5,13.7,43.0,103.0,-5.72,102.9,108.6,99.6,15.4,30.4,Never Qualified
Sacramento Kings,26.7,28,54,1994,False,38.8,85.7,45.2,35.6,76.8,46.400000000000006,3.1,8.9,35.3,10.4,47.099999999999994,20.4,28.0,73.1,51.6,24.7,13.7,42.3,101.1,-5.77,103.3,109.2,97.5,14.2,30.4,Never Qualified
Milwaukee Bucks,26.1,20,62,1994,False,37.1,83.0,44.7,33.1,70.6,46.9,4.0,12.4,32.5,15.0,47.099999999999994,18.7,26.6,70.19999999999999,51.2,23.7,13.7,40.0,96.9,-6.48,102.5,109.3,94.5,14.7,31.1,Never Qualified
Minnesota Timberwolves,26.2,20,62,1994,False,36.4,79.7,45.7,34.2,72.9,46.9,2.2,6.8,32.9,8.5,47.099999999999994,21.7,28.1,77.2,52.5,24.0,12.1,40.6,96.7,-6.93,101.9,109.2,94.7,16.4,30.1,Never Qualified
Washington Wizards,25.8,24,58,1994,False,39.0,83.2,46.800000000000004,36.3,74.2,48.9,2.7,9.1,29.7,10.9,48.4,19.7,26.4,74.8,52.900000000000006,22.2,13.1,39.8,100.4,-7.38,104.5,112.2,95.9,15.3,31.2,Never Qualified
Philadelphia 76ers,27.2,25,57,1994,False,37.8,83.2,45.5,34.0,71.7,47.4,3.9,11.5,33.800000000000004,13.8,47.8,18.4,25.8,71.39999999999999,51.800000000000004,22.3,12.3,41.5,98.0,-7.62,101.7,109.7,95.7,15.0,28.0,Never Qualified
Detroit Pistons,27.5,20,62,1994,False,38.6,85.6,45.2,34.3,72.9,47.0,4.4,12.7,34.4,14.799999999999999,47.699999999999996,15.3,20.9,73.1,51.1,21.5,12.5,40.8,96.9,-7.78,102.7,110.9,94.2,13.7,28.4,Never Qualified
Dallas Mavericks,25.3,13,69,1994,False,37.3,86.2,43.2,34.3,76.8,44.7,2.9,9.4,31.2,10.9,44.9,17.7,23.7,74.7,49.2,19.9,15.5,41.7,95.1,-8.7,100.4,109.6,94.5,15.0,33.7,Never Qualified
Utah Jazz,29.6,60,22,1995,True,39.5,77.3,51.2,35.9,67.5,53.1,3.7,9.8,37.6,12.6,53.5,23.6,30.3,78.10000000000001,58.699999999999996,27.5,10.7,40.1,106.4,7.99,114.3,105.7,92.6,14.8,29.1,Knocked Out
Oklahoma City Thunder,28.7,57,25,1995,True,40.4,82.2,49.1,34.4,66.3,51.9,6.0,15.9,37.6,19.400000000000002,52.7,23.7,31.3,75.8,57.49999999999999,25.8,13.0,41.5,110.4,8.18,114.8,106.3,95.5,14.1,32.6,Knocked Out
Orlando Magic,26.6,57,25,1995,True,42.2,84.1,50.2,35.8,66.9,53.5,6.4,17.2,37.0,20.5,53.900000000000006,20.1,30.1,66.9,56.89999999999999,27.8,14.0,44.0,110.9,7.06,115.1,107.8,95.1,14.0,34.0,Runner-Up
San Antonio Spurs,29.0,62,20,1995,True,39.5,81.5,48.4,34.2,67.4,50.7,5.3,14.1,37.5,17.299999999999997,51.6,22.4,30.3,73.8,56.2,23.4,12.5,45.0,106.6,5.96,111.7,105.4,94.6,13.8,30.9,Knocked Out
Chicago Bulls,28.1,47,35,1995,True,38.9,81.8,47.599999999999994,33.5,67.4,49.8,5.4,14.5,37.3,17.7,50.9,18.3,25.2,72.6,54.6,24.0,13.5,41.5,101.5,4.83,109.5,104.3,92.0,14.5,32.9,Knocked Out
Phoenix Suns,29.2,59,23,1995,True,40.9,85.0,48.199999999999996,33.8,65.6,51.5,7.1,19.3,36.9,22.7,52.400000000000006,21.7,28.7,75.6,56.699999999999996,26.8,12.5,41.8,110.6,3.88,114.5,110.4,95.9,12.7,29.7,Knocked Out
Portland Trail Blazers,29.3,44,38,1995,True,39.2,87.0,45.1,33.6,71.6,46.9,5.6,15.4,36.5,17.7,48.3,19.0,27.2,69.69999999999999,52.1,22.5,16.5,46.3,103.1,3.82,109.7,105.7,93.8,13.0,37.1,Knocked Out
Indiana Pacers,28.7,52,30,1995,True,36.4,76.2,47.699999999999996,31.8,64.2,49.6,4.6,12.0,38.0,15.8,50.7,21.9,29.1,75.1,55.7,22.9,12.8,40.7,99.2,3.7,109.6,105.6,90.0,15.5,32.8,Knocked Out
Charlotte Hornets,28.0,50,32,1995,True,37.2,78.5,47.4,30.4,61.3,49.5,6.8,17.2,39.7,21.9,51.7,19.4,24.9,77.7,56.2,25.3,10.1,39.4,100.6,3.28,109.6,106.1,91.2,14.3,26.0,Knocked Out
New York Knicks,29.4,55,27,1995,True,36.4,78.0,46.7,29.9,60.3,49.6,6.5,17.6,36.8,22.6,50.8,18.9,25.8,73.4,55.00000000000001,25.1,11.3,41.5,98.2,3.11,107.2,103.8,91.2,15.1,28.6,Knocked Out
Houston Rockets,28.5,47,35,1995,True,38.5,80.2,48.0,30.6,58.8,52.1,7.9,21.4,36.8,26.700000000000003,52.900000000000006,18.6,24.9,74.9,56.8,25.1,10.7,40.5,103.5,2.12,109.7,107.4,94.2,15.0,26.9,Champion
Atlanta Hawks,28.2,42,40,1995,True,36.4,81.5,44.7,29.8,62.2,48.0,6.6,19.3,34.1,23.7,48.699999999999996,17.2,23.8,72.39999999999999,52.5,21.4,13.5,41.2,96.6,1.28,106.6,105.2,89.8,13.9,31.6,Knocked Out
Denver Nuggets,26.6,41,41,1995,True,37.8,78.8,47.9,32.7,64.6,50.7,5.0,14.1,35.6,18.0,51.1,20.7,28.1,73.8,55.60000000000001,22.4,12.7,42.0,101.3,0.84,109.1,108.2,91.5,15.6,32.0,Knocked Out
Cleveland Cavaliers,28.3,43,39,1995,True,33.6,76.3,44.1,28.8,63.7,45.2,4.9,12.6,38.5,16.5,47.199999999999996,18.4,24.2,76.0,52.0,20.4,12.7,40.0,90.5,0.62,105.3,104.6,84.8,14.2,31.8,Knocked Out
Los Angeles Lakers,25.9,48,34,1995,True,40.0,86.4,46.300000000000004,33.6,68.2,49.3,6.4,18.2,35.199999999999996,21.0,50.0,18.6,25.3,73.5,53.900000000000006,25.3,13.7,42.0,105.1,-0.22,109.1,109.4,95.2,13.4,31.3,Knocked Out
Sacramento Kings,26.4,39,43,1995,False,36.9,78.8,46.800000000000004,32.5,66.2,49.1,4.4,12.6,34.599999999999994,16.0,49.6,20.1,28.3,71.1,53.800000000000004,22.2,13.1,41.4,98.2,-1.0,105.5,106.5,92.3,16.2,32.1,Never Qualified
Miami Heat,27.1,32,50,1995,False,38.3,82.2,46.7,33.0,67.8,48.699999999999996,5.3,14.4,36.9,17.5,49.9,19.1,26.0,73.6,54.0,21.7,13.3,41.0,101.1,-1.63,108.2,109.9,92.9,14.4,31.7,Never Qualified
Boston Celtics,27.2,35,47,1995,True,38.8,83.5,46.400000000000006,34.4,71.5,48.0,4.4,12.0,36.8,14.399999999999999,49.1,20.8,27.7,75.3,53.7,21.7,14.1,42.4,102.8,-1.88,108.6,110.6,94.0,14.3,33.1,Knocked Out
Dallas Mavericks,24.3,36,46,1995,False,39.4,89.5,44.0,34.6,74.9,46.300000000000004,4.7,14.6,32.2,16.3,46.6,19.8,27.0,73.4,50.9,23.7,18.5,48.1,103.2,-2.9,107.6,110.6,94.7,13.9,38.9,Never Qualified
Brooklyn Nets,27.5,30,52,1995,False,35.8,82.2,43.6,30.8,66.4,46.400000000000006,5.0,15.8,31.900000000000002,19.2,46.7,21.3,28.1,75.9,51.9,23.0,14.8,46.1,98.1,-3.13,105.2,108.6,92.3,14.4,33.3,Never Qualified
Milwaukee Bucks,25.7,34,48,1995,False,36.9,80.3,45.9,30.8,63.9,48.3,6.0,16.5,36.6,20.5,49.6,19.6,27.5,71.2,53.7,21.2,13.0,39.6,99.3,-4.37,106.2,110.9,92.7,15.5,31.3,Never Qualified
Golden State Warriors,26.0,26,56,1995,False,39.2,83.8,46.800000000000004,32.6,64.3,50.7,6.7,19.5,34.1,23.3,50.8,20.6,29.2,70.39999999999999,54.7,24.6,13.4,42.3,105.7,-5.41,106.7,112.2,97.9,15.9,30.3,Never Qualified
Philadelphia 76ers,25.1,24,58,1995,False,36.0,80.2,44.800000000000004,31.6,68.8,46.0,4.3,11.4,37.9,14.2,47.5,19.1,25.9,73.7,52.1,19.1,13.5,40.7,95.4,-5.07,104.1,109.7,91.0,15.3,32.3,Never Qualified
Washington Wizards,24.5,21,61,1995,False,38.7,84.1,46.0,33.5,68.7,48.699999999999996,5.3,15.4,34.300000000000004,18.3,49.2,17.8,24.5,72.39999999999999,52.900000000000006,21.3,12.7,39.8,100.5,-5.6,105.4,111.3,94.5,14.3,29.3,Never Qualified
Detroit Pistons,26.9,28,54,1995,False,37.3,80.9,46.1,31.3,63.9,49.0,6.0,17.0,35.4,21.0,49.9,17.5,23.7,74.1,53.800000000000004,22.8,11.7,38.6,98.2,-7.29,105.1,112.9,93.2,15.0,28.3,Never Qualified
Los Angeles Clippers,24.9,17,65,1995,False,37.3,84.0,44.4,33.3,71.2,46.800000000000004,4.0,12.8,31.5,15.299999999999999,46.800000000000004,18.0,25.4,71.0,50.8,22.0,13.0,38.3,96.7,-9.16,101.5,111.1,94.3,14.6,29.6,Never Qualified
Minnesota Timberwolves,25.4,21,61,1995,False,34.0,75.8,44.9,30.2,63.5,47.5,3.9,12.4,31.3,16.3,47.5,22.2,28.7,77.5,53.2,21.7,10.8,36.3,94.2,-9.0,102.6,112.4,91.4,16.2,27.7,Never Qualified
Chicago Bulls,29.9,72,10,1996,True,40.2,84.0,47.8,33.5,67.6,49.6,6.6,16.5,40.300000000000004,19.6,51.7,18.2,24.4,74.6,55.50000000000001,24.8,15.2,44.6,105.2,12.24,115.2,101.8,91.1,13.1,36.9,Champion
Oklahoma City Thunder,29.6,64,18,1996,True,37.5,78.1,48.0,30.4,58.6,51.9,7.1,19.5,36.4,24.9,52.6,22.5,29.6,76.0,57.4,24.4,11.6,41.5,104.5,7.79,110.3,102.1,93.8,16.2,29.7,Knocked Out
Utah Jazz,29.5,55,27,1996,True,38.2,78.3,48.8,33.6,65.9,50.9,4.6,12.4,37.2,15.8,51.7,21.6,28.1,76.8,56.599999999999994,26.1,12.1,41.0,102.5,6.59,113.3,106.1,90.0,14.1,31.6,Knocked Out
San Antonio Spurs,29.4,59,23,1996,True,38.4,80.5,47.699999999999996,32.1,64.4,49.8,6.3,16.1,39.2,20.0,51.6,20.3,27.6,73.6,55.800000000000004,24.9,11.4,43.0,103.4,6.3,110.2,103.5,93.3,13.6,27.5,Knocked Out
Orlando Magic,27.7,60,22,1996,True,39.1,81.0,48.199999999999996,31.5,60.9,51.7,7.6,20.1,37.8,24.8,52.900000000000006,18.8,27.2,69.1,56.2,25.4,11.8,41.1,104.5,5.56,112.9,106.9,91.8,13.2,29.0,Knocked Out
Los Angeles Lakers,27.1,53,29,1996,True,39.2,81.8,48.0,33.4,65.2,51.2,5.8,16.6,35.099999999999994,20.3,51.5,18.6,25.0,74.6,55.50000000000001,25.4,12.1,40.2,102.9,4.45,111.4,106.6,92.4,13.3,30.1,Knocked Out
Indiana Pacers,29.4,52,30,1996,True,36.3,75.7,48.0,31.9,63.8,50.0,4.4,11.9,37.3,15.7,50.9,22.2,29.5,75.5,56.00000000000001,23.4,12.3,39.9,99.3,3.24,110.8,107.2,89.3,15.5,33.0,Knocked Out
Cleveland Cavaliers,27.5,47,35,1996,True,33.7,73.1,46.0,26.4,53.9,49.0,7.3,19.3,37.7,26.400000000000002,51.0,16.5,21.6,76.3,55.1,22.2,10.6,35.6,91.1,2.59,109.9,106.7,82.3,13.7,28.6,Knocked Out
Detroit Pistons,26.8,46,36,1996,True,34.3,74.7,45.9,27.6,58.2,47.5,6.6,16.5,40.400000000000006,22.1,50.4,20.2,26.9,75.1,55.1,19.6,10.8,40.5,95.4,2.5,107.9,105.1,87.7,14.6,28.0,Knocked Out
Portland Trail Blazers,28.1,44,38,1996,True,37.4,81.6,45.800000000000004,31.5,65.0,48.5,5.9,16.6,35.3,20.3,49.4,18.7,28.3,66.2,52.800000000000004,21.5,14.1,45.6,99.3,2.35,106.0,103.5,92.6,15.2,33.4,Knocked Out
New York Knicks,30.4,47,35,1996,True,36.6,77.8,47.099999999999994,30.7,62.2,49.4,5.9,15.7,37.7,20.1,50.9,18.0,23.8,75.7,55.00000000000001,22.2,10.1,40.0,97.2,2.32,106.0,103.5,91.0,14.9,25.5,Knocked Out
Houston Rockets,29.0,48,34,1996,True,37.5,81.0,46.400000000000006,29.8,59.5,50.1,7.8,21.5,36.199999999999996,26.5,51.2,19.6,25.7,76.5,55.50000000000001,24.2,11.2,41.1,102.5,1.74,109.3,107.4,93.2,14.1,26.9,Knocked Out
Miami Heat,27.4,42,40,1996,True,35.4,77.4,45.7,28.7,59.6,48.1,6.7,17.8,37.9,23.0,50.1,18.9,26.7,71.0,54.1,21.4,12.2,42.6,96.5,1.43,105.3,103.8,91.1,16.0,30.1,Knocked Out
Atlanta Hawks,28.1,46,36,1996,True,36.4,81.3,44.800000000000004,29.5,61.8,47.699999999999996,6.9,19.5,35.5,23.9,49.0,18.6,24.5,75.7,53.400000000000006,19.6,14.4,40.6,98.3,1.22,109.4,108.0,89.6,14.0,34.0,Knocked Out
Washington Wizards,24.8,39,43,1996,False,39.0,80.7,48.4,33.0,65.9,50.1,6.0,14.8,40.699999999999996,18.3,52.1,18.4,25.3,72.8,55.800000000000004,22.1,11.3,39.7,102.5,1.06,108.7,107.6,93.7,15.0,28.2,Never Qualified
Phoenix Suns,27.9,41,41,1996,True,38.5,81.4,47.3,34.5,69.4,49.8,4.0,12.0,33.2,14.7,49.8,23.3,30.1,77.10000000000001,55.1,24.4,12.3,42.8,104.3,0.33,110.3,110.0,93.2,13.5,29.8,Knocked Out
Charlotte Hornets,27.8,41,41,1996,False,37.9,80.7,47.0,30.8,62.2,49.5,7.1,18.5,38.4,23.0,51.4,19.9,25.8,77.0,55.800000000000004,23.3,12.0,39.5,102.8,-0.57,111.2,111.8,91.6,14.1,29.5,Never Qualified
Golden State Warriors,27.0,36,46,1996,False,37.3,81.7,45.6,31.8,67.1,47.4,5.5,14.6,37.3,17.9,48.9,21.6,28.5,75.9,53.900000000000006,23.0,14.3,42.2,101.6,-1.45,108.4,109.9,93.4,14.8,33.9,Never Qualified
Denver Nuggets,26.8,35,47,1996,False,36.6,81.2,45.1,31.8,67.2,47.3,4.8,14.0,34.599999999999994,17.2,48.1,19.7,26.5,74.3,52.6,22.6,12.9,43.2,97.7,-2.71,105.2,108.1,92.2,14.2,30.7,Never Qualified
Sacramento Kings,26.6,39,43,1996,True,36.2,79.2,45.7,30.6,64.6,47.3,5.6,14.6,38.7,18.4,49.3,21.5,29.4,73.1,54.0,22.3,13.6,42.2,99.5,-2.71,106.2,109.1,93.4,16.0,32.5,Knocked Out
Boston Celtics,26.3,33,49,1996,False,38.6,84.7,45.6,32.0,66.9,47.8,6.6,17.7,37.1,20.9,49.4,19.9,27.9,71.39999999999999,53.400000000000006,21.9,12.8,42.4,103.6,-3.4,106.4,109.9,96.2,14.1,28.8,Never Qualified
Los Angeles Clippers,25.2,29,53,1996,False,38.1,80.7,47.199999999999996,31.9,64.0,49.9,6.2,16.8,37.0,20.8,51.1,17.0,24.2,70.19999999999999,54.400000000000006,20.4,11.9,38.6,99.4,-3.6,106.5,110.3,93.2,15.3,29.3,Never Qualified
Brooklyn Nets,27.4,30,52,1996,False,35.1,82.3,42.699999999999996,32.1,73.2,43.8,3.0,9.1,33.5,11.1,44.5,20.4,27.4,74.5,49.7,21.4,16.5,47.0,93.7,-4.23,101.9,106.5,90.9,15.1,36.4,Never Qualified
Dallas Mavericks,25.1,26,56,1996,False,38.1,90.6,42.0,29.1,65.8,44.3,9.0,24.9,36.0,27.400000000000002,47.0,17.4,24.1,72.2,50.7,23.3,17.2,46.2,102.5,-4.9,106.1,111.2,95.4,13.3,34.1,Never Qualified
Minnesota Timberwolves,26.4,26,56,1996,False,36.3,79.0,45.9,32.9,68.6,47.9,3.4,10.5,32.6,13.200000000000001,48.0,21.9,28.2,77.7,53.5,22.8,12.0,39.7,97.9,-5.35,104.1,109.8,93.5,16.0,29.8,Never Qualified
Milwaukee Bucks,27.5,25,57,1996,False,37.0,79.1,46.7,32.6,66.3,49.3,4.4,12.9,33.800000000000004,16.3,49.5,17.2,23.3,73.8,53.400000000000006,21.4,11.9,38.3,95.6,-5.3,105.6,111.5,90.2,15.0,29.7,Never Qualified
Toronto Raptors,26.1,21,61,1996,False,37.6,80.5,46.7,32.6,66.2,49.2,5.0,14.2,35.4,17.7,49.9,17.2,23.8,72.3,53.6,23.5,13.1,40.0,97.5,-7.51,103.8,111.8,93.2,17.2,32.0,Never Qualified
Philadelphia 76ers,26.1,18,64,1996,False,34.1,78.3,43.6,28.1,60.7,46.300000000000004,6.0,17.5,34.2,22.400000000000002,47.4,20.3,27.6,73.4,52.2,19.9,12.6,38.9,94.5,-10.0,102.2,113.0,92.2,16.0,29.4,Never Qualified
Memphis Grizzlies,27.2,15,67,1996,False,33.8,79.1,42.8,29.3,65.3,44.800000000000004,4.5,13.8,32.9,17.4,45.6,17.6,24.4,72.39999999999999,50.0,20.8,11.7,38.1,89.8,-9.98,97.6,108.5,91.0,15.5,27.3,Never Qualified
Chicago Bulls,30.7,69,13,1997,True,40.0,84.4,47.3,33.6,67.3,49.9,6.4,17.1,37.3,20.3,51.1,16.8,22.5,74.7,54.7,26.1,15.1,45.1,103.1,10.8,114.4,102.4,90.0,12.5,35.9,Champion
Utah Jazz,29.6,64,18,1997,True,38.2,75.8,50.4,34.1,64.8,52.6,4.1,11.0,37.0,14.499999999999998,53.0,22.7,29.5,76.9,58.099999999999994,26.8,10.8,40.2,103.1,8.79,113.6,104.0,90.0,14.7,29.7,Runner-Up
Oklahoma City Thunder,30.0,57,25,1997,True,36.5,78.2,46.7,29.7,58.9,50.4,6.8,19.3,35.3,24.7,51.0,21.0,28.0,75.2,55.7,23.5,12.3,40.0,100.9,7.68,111.2,102.7,90.3,14.2,30.9,Knocked Out
Atlanta Hawks,28.8,56,26,1997,True,34.3,76.9,44.6,26.3,54.5,48.1,8.0,22.4,35.9,29.099999999999998,49.8,18.2,23.8,76.3,54.2,19.0,12.5,41.1,94.8,5.44,108.5,102.3,86.8,14.6,31.5,Knocked Out
Miami Heat,27.2,61,21,1997,True,34.4,76.0,45.300000000000004,26.1,53.3,49.1,8.3,22.7,36.4,29.9,50.7,17.7,24.7,71.89999999999999,54.6,21.2,11.7,41.0,94.8,5.49,106.8,100.6,88.2,15.5,29.2,Knocked Out
Detroit Pistons,28.2,54,28,1997,True,34.5,74.3,46.400000000000006,27.4,56.0,48.8,7.1,18.3,38.800000000000004,24.6,51.2,18.1,24.3,74.5,55.400000000000006,19.0,10.5,38.4,94.2,5.24,110.6,104.4,84.5,13.0,27.5,Knocked Out
Houston Rockets,30.8,57,25,1997,True,37.0,79.1,46.800000000000004,28.9,56.6,50.9,8.2,22.4,36.5,28.4,52.0,18.3,24.3,75.5,56.00000000000001,24.5,11.3,42.6,100.6,4.48,108.8,104.0,91.6,15.6,28.4,Knocked Out
Los Angeles Lakers,26.5,56,26,1997,True,36.8,81.0,45.4,30.1,62.7,48.0,6.7,18.3,36.7,22.6,49.6,19.7,28.4,69.19999999999999,53.5,22.5,13.3,42.8,100.0,4.27,108.3,103.7,91.1,13.7,31.6,Knocked Out
Portland Trail Blazers,26.4,49,33,1997,True,36.6,78.8,46.400000000000006,30.5,61.8,49.3,6.1,17.1,35.8,21.7,50.3,19.7,27.6,71.3,54.400000000000006,20.9,12.9,43.3,99.0,4.17,107.9,103.3,90.9,15.4,32.5,Knocked Out
New York Knicks,29.7,57,25,1997,True,35.1,75.9,46.300000000000004,29.4,60.2,48.9,5.7,15.8,36.3,20.8,50.1,19.3,25.8,74.8,54.6,22.1,11.9,42.5,95.4,3.12,104.4,101.0,90.5,17.0,30.5,Knocked Out
Cleveland Cavaliers,26.7,42,40,1997,False,33.0,72.8,45.300000000000004,27.1,57.2,47.4,5.9,15.7,37.6,21.5,49.3,15.6,21.6,72.3,53.1,20.9,11.1,37.4,87.5,1.84,104.6,102.4,82.9,15.0,29.4,Never Qualified
Charlotte Hornets,29.1,54,28,1997,True,36.4,77.3,47.099999999999994,29.2,60.5,48.3,7.2,16.9,42.8,21.8,51.800000000000004,18.8,24.2,77.7,56.2,24.6,11.1,39.1,98.9,1.87,110.9,108.9,88.6,14.3,28.7,Knocked Out
Washington Wizards,25.9,44,38,1997,True,39.1,81.4,48.0,35.1,69.2,50.7,4.0,12.2,33.1,15.0,50.5,17.1,24.1,70.7,54.0,23.4,12.3,41.8,99.4,1.62,106.6,104.9,92.4,14.6,30.2,Knocked Out
Indiana Pacers,27.9,39,43,1997,False,34.8,76.3,45.6,29.5,62.5,47.199999999999996,5.2,13.8,38.1,18.099999999999998,49.0,20.6,28.5,72.2,53.7,21.3,12.5,41.7,95.4,0.98,105.8,104.7,89.0,15.5,31.3,Never Qualified
Phoenix Suns,28.5,40,42,1997,True,38.3,81.8,46.9,31.9,64.4,49.6,6.4,17.4,36.9,21.3,50.8,19.7,25.9,76.1,55.2,25.2,11.2,40.1,102.8,0.66,109.3,108.6,93.2,13.4,27.1,Knocked Out
Orlando Magic,29.4,45,37,1997,True,34.6,79.2,43.7,27.7,59.0,47.0,6.9,20.3,34.1,25.6,48.1,18.0,24.1,74.6,52.400000000000006,20.6,13.1,40.1,94.1,-0.35,105.6,106.0,88.3,14.5,30.9,Knocked Out
Minnesota Timberwolves,26.3,40,42,1997,True,35.8,78.5,45.6,31.3,65.2,48.0,4.5,13.3,33.900000000000006,17.0,48.5,20.0,26.6,75.1,53.300000000000004,22.9,11.7,39.7,96.1,-1.48,105.5,107.1,90.7,14.4,28.8,Knocked Out
Milwaukee Bucks,27.3,33,49,1997,False,36.2,76.9,47.099999999999994,32.2,65.6,49.1,4.0,11.2,35.199999999999996,14.6,49.6,19.0,25.7,74.1,54.1,19.6,11.6,39.2,95.3,-1.89,106.2,108.3,89.5,15.1,29.7,Never Qualified
Los Angeles Clippers,25.5,36,46,1997,True,36.5,81.7,44.6,30.7,65.3,46.9,5.8,16.3,35.4,20.0,48.199999999999996,18.5,25.3,73.1,52.400000000000006,20.3,13.3,40.7,97.2,-2.35,105.1,107.6,91.3,14.7,30.8,Knocked Out
Toronto Raptors,25.1,30,52,1997,False,35.3,80.9,43.7,28.1,61.1,46.1,7.2,19.8,36.3,24.5,48.1,17.6,24.5,72.0,52.1,20.9,13.8,41.3,95.5,-3.12,104.6,108.0,90.6,15.2,32.5,Never Qualified
