Team,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,ORB,TRB,AST,TOV,PTS,Year,Playoff,Finals_Rk
Charlotte Hornets,3051,6438,47.4,2491,5029,49.5,560,1409,39.7,1587,2042,832,3227,2072,1224,8249,1995,True,Knocked Out
Washington Wizards,3176,6899,46.0,2743,5635,48.699999999999996,433,1264,34.300000000000004,1457,2013,1044,3263,1749,1301,8242,1995,False,Never Qualified
Milwaukee Bucks,3022,6586,45.9,2528,5237,48.3,494,1349,36.6,1608,2259,1063,3250,1737,1393,8146,1995,False,Never Qualified
Indiana Pacers,2983,6248,47.699999999999996,2609,5263,49.6,374,985,38.0,1796,2390,1051,3341,1877,1340,8136,1995,True,Knocked Out
Sacramento Kings,3025,6463,46.800000000000004,2666,5426,49.1,359,1037,34.599999999999994,1647,2317,1073,3398,1824,1449,8056,1995,False,Never Qualified
New York Knicks,2985,6394,46.7,2453,4948,49.6,532,1446,36.8,1552,2114,929,3402,2055,1305,8054,1995,True,Knocked Out
Detroit Pistons,3060,6633,46.1,2566,5237,49.0,494,1396,35.4,1439,1941,958,3162,1872,1318,8053,1995,False,Never Qualified
Brooklyn Nets,2939,6738,43.6,2525,5441,46.400000000000006,414,1297,31.900000000000002,1750,2305,1213,3782,1884,1300,8042,1995,False,Never Qualified
Los Angeles Clippers,3060,6888,44.4,2729,5837,46.800000000000004,331,1051,31.5,1476,2079,1064,3140,1805,1334,7927,1995,False,Never Qualified
Atlanta Hawks,2986,6680,44.7,2447,5100,48.0,539,1580,34.1,1410,1948,1104,3376,1757,1221,7921,1995,True,Knocked Out
Philadelphia 76ers,2949,6577,44.800000000000004,2594,5641,46.0,355,936,37.9,1567,2125,1105,3335,1566,1355,7820,1995,False,Never Qualified
Minnesota Timberwolves,2792,6219,44.9,2474,5203,47.5,318,1016,31.3,1824,2355,883,2973,1780,1400,7726,1995,False,Never Qualified
Cleveland Cavaliers,2756,6255,44.1,2358,5222,45.2,398,1033,38.5,1507,1982,1045,3282,1672,1176,7417,1995,True,Knocked Out
Chicago Bulls,3293,6892,47.8,2749,5543,49.6,544,1349,40.300000000000004,1495,2004,1247,3658,2033,1175,8625,1996,True,Champion
Oklahoma City Thunder,3074,6401,48.0,2493,4805,51.9,581,1596,36.4,1843,2424,954,3403,1999,1441,8572,1996,True,Knocked Out
Orlando Magic,3203,6640,48.199999999999996,2581,4995,51.7,622,1645,37.8,1543,2232,966,3367,2080,1160,8571,1996,True,Knocked Out
Phoenix Suns,3159,6673,47.3,2832,5689,49.8,327,984,33.2,1907,2472,1009,3510,2001,1207,8552,1996,True,Knocked Out
Boston Celtics,3163,6942,45.6,2624,5489,47.8,539,1453,37.1,1630,2284,1050,3477,1792,1302,8495,1996,False,Never Qualified
San Antonio Spurs,3148,6602,47.699999999999996,2630,5282,49.8,518,1320,39.2,1663,2261,937,3523,2044,1195,8477,1996,True,Knocked Out
Los Angeles Lakers,3216,6706,48.0,2739,5347,51.2,477,1359,35.099999999999994,1529,2049,995,3298,2080,1163,8438,1996,True,Knocked Out
Charlotte Hornets,3108,6618,47.0,2524,5098,49.5,584,1520,38.4,1631,2119,987,3243,1907,1241,8431,1996,False,Never Qualified
Dallas Mavericks,3124,7431,42.0,2389,5392,44.3,735,2039,36.0,1426,1975,1408,3787,1913,1270,8409,1996,False,Never Qualified
Washington Wizards,3202,6618,48.4,2709,5406,50.1,493,1212,40.699999999999996,1511,2076,930,3257,1815,1327,8408,1996,False,Never Qualified
Houston Rockets,3078,6638,46.400000000000006,2441,4877,50.1,637,1761,36.199999999999996,1611,2106,919,3374,1982,1245,8404,1996,True,Knocked Out
Utah Jazz,3129,6417,48.8,2752,5404,50.9,377,1013,37.2,1769,2302,993,3366,2139,1215,8404,1996,True,Knocked Out
Golden State Warriors,3056,6700,45.6,2609,5501,47.4,447,1199,37.3,1775,2340,1173,3458,1889,1343,8334,1996,False,Never Qualified
Sacramento Kings,2971,6494,45.7,2509,5300,47.3,462,1194,38.7,1759,2407,1114,3459,1829,1442,8163,1996,True,Knocked Out
Los Angeles Clippers,3126,6618,47.199999999999996,2617,5244,49.9,509,1374,37.0,1392,1984,979,3169,1672,1355,8153,1996,False,Never Qualified
Portland Trail Blazers,3064,6688,45.800000000000004,2584,5330,48.5,480,1358,35.3,1537,2321,1160,3737,1760,1377,8145,1996,True,Knocked Out
Indiana Pacers,2979,6205,48.0,2616,5232,50.0,363,973,37.3,1823,2416,1010,3272,1917,1335,8144,1996,True,Knocked Out
Atlanta Hawks,2985,6665,44.800000000000004,2419,5070,47.699999999999996,566,1595,35.5,1523,2012,1182,3330,1609,1228,8059,1996,True,Knocked Out
Minnesota Timberwolves,2974,6481,45.9,2695,5624,47.9,279,857,32.6,1797,2314,985,3256,1867,1426,8024,1996,False,Never Qualified
Denver Nuggets,3001,6657,45.1,2604,5509,47.3,397,1148,34.599999999999994,1614,2173,1057,3544,1851,1265,8013,1996,False,Never Qualified
Toronto Raptors,3084,6598,46.7,2670,5430,49.2,414,1168,35.4,1412,1953,1071,3284,1927,1544,7994,1996,False,Never Qualified
New York Knicks,3003,6382,47.099999999999994,2518,5097,49.4,485,1285,37.7,1480,1954,829,3278,1822,1272,7971,1996,True,Knocked Out
Miami Heat,2902,6348,45.7,2350,4890,48.1,552,1458,37.9,1553,2187,999,3494,1752,1394,7909,1996,True,Knocked Out
Milwaukee Bucks,3034,6490,46.7,2677,5434,49.3,357,1056,33.800000000000004,1412,1914,973,3137,1755,1295,7837,1996,False,Never Qualified
Detroit Pistons,2810,6122,45.9,2265,4772,47.5,545,1350,40.400000000000006,1657,2206,884,3324,1610,1215,7822,1996,True,Knocked Out
Philadelphia 76ers,2796,6418,43.6,2304,4980,46.300000000000004,492,1438,34.2,1662,2263,1031,3192,1629,1414,7746,1996,False,Never Qualified
Brooklyn Nets,2881,6750,42.699999999999996,2631,6004,43.8,250,746,33.5,1672,2244,1350,3853,1752,1375,7684,1996,False,Never Qualified
Cleveland Cavaliers,2761,5998,46.0,2165,4416,49.0,596,1582,37.7,1355,1775,867,2922,1818,1073,7473,1996,True,Knocked Out
Memphis Grizzlies,2772,6483,42.8,2400,5354,44.800000000000004,372,1129,32.9,1446,1998,957,3127,1706,1347,7362,1996,False,Never Qualified
Chicago Bulls,3277,6923,47.3,2754,5520,49.9,523,1403,37.3,1381,1848,1235,3696,2142,1109,8458,1997,True,Champion
Utah Jazz,3131,6217,50.4,2797,5315,52.6,334,902,37.0,1858,2416,889,3299,2199,1259,8454,1997,True,Runner-Up
Phoenix Suns,3143,6705,46.9,2616,5277,49.6,527,1428,36.9,1618,2125,916,3292,2067,1180,8431,1997,True,Knocked Out
Oklahoma City Thunder,2995,6415,46.7,2436,4832,50.4,559,1583,35.3,1725,2295,1010,3281,1931,1231,8274,1997,True,Knocked Out
Boston Celtics,3066,6967,44.0,2599,5636,46.1,467,1331,35.099999999999994,1649,2199,1095,3283,1792,1342,8248,1997,False,Never Qualified
Houston Rockets,3037,6484,46.800000000000004,2366,4645,50.9,671,1839,36.5,1503,1992,927,3492,2013,1365,8248,1997,True,Knocked Out
Philadelphia 76ers,3003,6850,43.8,2570,5494,46.800000000000004,433,1356,31.900000000000002,1776,2450,1267,3622,1695,1437,8215,1997,False,Never Qualified
Los Angeles Lakers,3018,6642,45.4,2467,5142,48.0,551,1500,36.7,1613,2330,1092,3506,1845,1222,8200,1997,True,Knocked Out
Golden State Warriors,2997,6567,45.6,2516,5204,48.3,481,1363,35.3,1696,2180,1086,3345,1822,1410,8171,1997,False,Never Qualified
Washington Wizards,3208,6678,48.0,2877,5677,50.7,331,1001,33.1,1400,1979,1010,3430,1921,1289,8147,1997,True,Knocked Out
Portland Trail Blazers,3000,6465,46.400000000000006,2499,5064,49.3,501,1401,35.8,1613,2261,1058,3552,1710,1357,8114,1997,True,Knocked Out
Charlotte Hornets,2988,6342,47.099999999999994,2397,4960,48.3,591,1382,42.8,1541,1984,910,3208,2021,1203,8108,1997,True,Knocked Out
Denver Nuggets,2934,6687,43.9,2298,4976,46.2,636,1711,37.2,1516,1992,994,3446,1889,1359,8020,1997,False,Never Qualified
Brooklyn Nets,2994,7091,42.199999999999996,2510,5720,43.9,484,1371,35.3,1502,2031,1410,3786,1726,1290,7974,1997,False,Never Qualified
Los Angeles Clippers,2989,6696,44.6,2515,5357,46.9,474,1339,35.4,1517,2074,1092,3334,1662,1311,7969,1997,True,Knocked Out
Sacramento Kings,3000,6611,45.4,2586,5553,46.6,414,1058,39.1,1494,2067,1100,3407,1799,1332,7908,1997,False,Never Qualified
Minnesota Timberwolves,2937,6436,45.6,2566,5343,48.0,371,1093,33.900000000000006,1637,2180,957,3259,1874,1243,7882,1997,True,Knocked Out
Toronto Raptors,2897,6632,43.7,2308,5008,46.1,589,1624,36.3,1446,2008,1135,3389,1714,1347,7829,1997,False,Never Qualified
New York Knicks,2882,6227,46.300000000000004,2412,4933,48.9,470,1294,36.3,1585,2119,973,3489,1809,1462,7819,1997,True,Knocked Out
Indiana Pacers,2851,6254,45.6,2421,5124,47.199999999999996,430,1130,38.1,1687,2336,1029,3419,1750,1338,7819,1997,False,Never Qualified
Milwaukee Bucks,2967,6303,47.099999999999994,2643,5383,49.1,324,920,35.199999999999996,1560,2104,955,3218,1610,1285,7818,1997,False,Never Qualified
Miami Heat,2822,6235,45.300000000000004,2144,4370,49.1,678,1865,36.4,1454,2022,957,3359,1735,1306,7776,1997,True,Knocked Out
Atlanta Hawks,2812,6307,44.6,2153,4473,48.1,659,1834,35.9,1491,1955,1021,3371,1557,1228,7774,1997,True,Knocked Out
Detroit Pistons,2827,6095,46.400000000000006,2245,4596,48.8,582,1499,38.800000000000004,1487,1995,858,3150,1554,1041,7723,1997,True,Knocked Out
Orlando Magic,2839,6497,43.7,2272,4835,47.0,567,1662,34.1,1474,1975,1071,3292,1689,1250,7719,1997,True,Knocked Out
Dallas Mavericks,2813,6452,43.6,2383,5136,46.400000000000006,430,1316,32.7,1375,1918,1040,3302,1663,1324,7431,1997,False,Never Qualified
San Antonio Spurs,2827,6391,44.2,2449,5211,47.0,378,1180,32.0,1386,1929,1101,3230,1661,1243,7418,1997,False,Never Qualified
Memphis Grizzlies,2819,6453,43.7,2374,5179,45.800000000000004,445,1274,34.9,1230,1734,1023,3178,1862,1301,7313,1997,False,Never Qualified
Cleveland Cavaliers,2704,5972,45.300000000000004,2221,4688,47.4,483,1284,37.6,1282,1773,909,3068,1714,1188,7173,1997,False,Never Qualified
Los Angeles Lakers,3146,6536,48.1,2649,5121,51.7,497,1415,35.099999999999994,1863,2743,1079,3550,2009,1256,8652,1998,True,Knocked Out
Minnesota Timberwolves,3157,6844,46.1,2854,5971,47.8,303,873,34.699999999999996,1673,2253,1063,3492,2068,1138,8290,1998,True,Knocked Out
Utah Jazz,2993,6113,49.0,2744,5443,50.4,249,670,37.2,2044,2644,962,3367,2070,1260,8279,1998,True,Runner-Up
Oklahoma City Thunder,3052,6458,47.3,2431,4889,49.7,621,1569,39.6,1521,2109,931,3156,1986,1145,8246,1998,True,Knocked Out
Brooklyn Nets,3055,6928,44.1,2745,5991,45.800000000000004,310,937,33.1,1750,2351,1344,3481,1685,1180,8170,1998,True,Knocked Out
Phoenix Suns,3138,6710,46.800000000000004,2707,5499,49.2,431,1211,35.6,1459,1948,991,3443,2124,1236,8166,1998,True,Knocked Out
Houston Rockets,2946,6513,45.2,2373,4843,49.0,573,1670,34.300000000000004,1634,2120,987,3337,1799,1298,8099,1998,True,Knocked Out
Washington Wizards,3080,6811,45.2,2760,5867,47.0,320,944,33.900000000000006,1489,2156,1121,3462,1900,1156,7969,1998,False,Never Qualified
Chicago Bulls,3064,6801,45.1,2753,5839,47.099999999999994,311,962,32.300000000000004,1492,2009,1243,3681,1952,1178,7931,1998,True,Champion
Charlotte Hornets,2968,6344,46.800000000000004,2622,5440,48.199999999999996,346,904,38.3,1641,2186,985,3326,1941,1247,7923,1998,True,Knocked Out
Memphis Grizzlies,3006,6567,45.800000000000004,2681,5669,47.3,325,898,36.199999999999996,1586,2145,1081,3394,1960,1405,7923,1998,False,Never Qualified
Indiana Pacers,2921,6223,46.9,2520,5194,48.5,401,1029,39.0,1631,2136,874,3222,1889,1168,7874,1998,True,Knocked Out
Los Angeles Clippers,2930,6690,43.8,2405,5222,46.1,525,1468,35.8,1480,2047,1040,3316,1533,1323,7865,1998,False,Never Qualified
Boston Celtics,3012,6934,43.4,2597,5685,45.7,415,1249,33.2,1425,1964,1196,3240,1816,1330,7864,1998,False,Never Qualified
Atlanta Hawks,2887,6352,45.5,2550,5336,47.8,337,1016,33.2,1749,2314,1106,3523,1569,1214,7860,1998,True,Knocked Out
Miami Heat,2850,6327,45.0,2302,4783,48.1,548,1544,35.5,1539,2082,1028,3447,1758,1226,7787,1998,True,Knocked Out
Toronto Raptors,2965,6813,43.5,2593,5727,45.300000000000004,372,1086,34.300000000000004,1479,2060,1187,3336,1746,1371,7781,1998,False,Never Qualified
Milwaukee Bucks,2918,6399,45.6,2669,5696,46.9,249,703,35.4,1663,2167,1035,3271,1649,1383,7748,1998,False,Never Qualified
Portland Trail Blazers,2885,6397,45.1,2561,5350,47.9,324,1047,30.9,1640,2226,1086,3608,1766,1383,7734,1998,True,Knocked Out
Detroit Pistons,2862,6373,44.9,2569,5435,47.3,293,938,31.2,1704,2288,1044,3382,1597,1198,7721,1998,False,Never Qualified
Philadelphia 76ers,2837,6409,44.3,2594,5599,46.300000000000004,243,810,30.0,1734,2352,1125,3419,1729,1354,7651,1998,False,Never Qualified
Sacramento Kings,2957,6684,44.2,2674,5878,45.5,283,806,35.099999999999994,1440,2096,1094,3398,1836,1271,7637,1998,False,Never Qualified
San Antonio Spurs,2898,6187,46.800000000000004,2596,5324,48.8,302,863,35.0,1489,2164,984,3622,1839,1318,7587,1998,True,Knocked Out
Cleveland Cavaliers,2817,6207,45.4,2519,5406,46.6,298,801,37.2,1653,2187,955,3286,1894,1418,7585,1998,True,Knocked Out
New York Knicks,2864,6413,44.7,2482,5274,47.099999999999994,382,1139,33.5,1399,1812,978,3412,1787,1247,7509,1998,True,Knocked Out
Dallas Mavericks,2882,6754,42.699999999999996,2460,5571,44.2,422,1183,35.699999999999996,1308,1738,1008,3288,1535,1182,7494,1998,False,Never Qualified
Orlando Magic,2771,6455,42.9,2478,5548,44.7,293,907,32.300000000000004,1552,2138,1178,3381,1694,1258,7387,1998,False,Never Qualified
Denver Nuggets,2677,6412,41.699999999999996,2389,5519,43.3,288,893,32.300000000000004,1658,2147,1040,3197,1547,1311,7300,1998,False,Never Qualified
Golden State Warriors,2845,6883,41.3,2656,6187,42.9,189,696,27.200000000000003,1358,1912,1288,3761,1708,1369,7237,1998,False,Never Qualified
Sacramento Kings,1918,4307,44.5,1628,3364,48.4,290,943,30.8,883,1293,706,2279,1129,842,5009,1999,True,Knocked Out
Los Angeles Lakers,1841,3935,46.800000000000004,1600,3250,49.2,241,685,35.199999999999996,1027,1503,619,2101,1095,754,4950,1999,True,Knocked Out
Phoenix Suns,1797,4004,44.9,1536,3302,46.5,261,702,37.2,924,1215,598,2016,1249,681,4779,1999,True,Knocked Out
Oklahoma City Thunder,1756,3976,44.2,1447,3077,47.0,309,899,34.4,922,1354,676,2098,1087,765,4743,1999,False,Never Qualified
Portland Trail Blazers,1747,3956,44.2,1501,3281,45.7,246,675,36.4,1002,1349,646,2216,1073,771,4742,1999,True,Knocked Out
Indiana Pacers,1731,3866,44.800000000000004,1437,3067,46.9,294,799,36.8,977,1228,574,2026,1005,649,4733,1999,True,Knocked Out
Houston Rockets,1755,3798,46.2,1419,2884,49.2,336,914,36.8,865,1187,536,2076,1058,812,4711,1999,True,Knocked Out
Denver Nuggets,1681,3989,42.1,1379,3067,45.0,302,922,32.800000000000004,1010,1325,647,2039,969,739,4674,1999,False,Never Qualified
Utah Jazz,1684,3620,46.5,1544,3232,47.8,140,388,36.1,1158,1510,555,2063,1204,814,4666,1999,True,Knocked Out
Boston Celtics,1816,4164,43.6,1543,3406,45.300000000000004,273,758,36.0,745,1077,680,2138,1073,807,4650,1999,False,Never Qualified
Minnesota Timberwolves,1838,4327,42.5,1716,3917,43.8,122,410,29.799999999999997,849,1143,754,2146,1218,641,4647,1999,True,Knocked Out
Charlotte Hornets,1671,3718,44.9,1403,2983,47.0,268,735,36.5,1034,1384,480,1973,1110,796,4644,1999,False,Never Qualified
San Antonio Spurs,1740,3812,45.6,1568,3291,47.599999999999994,172,521,33.0,988,1415,614,2198,1101,759,4640,1999,True,Champion
Milwaukee Bucks,1753,3818,45.9,1522,3199,47.599999999999994,231,619,37.3,847,1155,570,1939,1030,719,4584,1999,True,Knocked Out
Dallas Mavericks,1749,4033,43.4,1547,3438,45.0,202,595,33.900000000000006,881,1210,645,2123,921,692,4581,1999,False,Never Qualified
Brooklyn Nets,1691,4160,40.6,1466,3481,42.1,225,679,33.1,962,1251,715,2152,923,750,4569,1999,False,Never Qualified
Washington Wizards,1768,3969,44.5,1589,3389,46.9,179,580,30.9,845,1198,595,1998,1064,736,4560,1999,False,Never Qualified
Toronto Raptors,1660,3940,42.1,1434,3278,43.7,226,662,34.1,1011,1330,712,2159,1036,799,4557,1999,False,Never Qualified
Los Angeles Clippers,1711,4007,42.699999999999996,1497,3339,44.800000000000004,214,668,32.0,883,1225,665,1958,820,796,4519,1999,False,Never Qualified
Detroit Pistons,1660,3716,44.7,1412,3037,46.5,248,679,36.5,950,1283,605,2017,1009,790,4518,1999,True,Knocked Out
Philadelphia 76ers,1656,3883,42.6,1558,3512,44.4,98,371,26.400000000000002,1073,1486,729,2157,934,822,4483,1999,True,Knocked Out
Orlando Magic,1687,3943,42.8,1464,3268,44.800000000000004,223,675,33.0,876,1252,688,2133,1067,819,4473,1999,True,Knocked Out
Miami Heat,1616,3565,45.300000000000004,1327,2761,48.1,289,804,35.9,928,1262,503,2015,1019,744,4449,1999,True,Knocked Out
Memphis Grizzlies,1643,3838,42.8,1495,3385,44.2,148,453,32.7,1009,1408,650,2009,964,848,4443,1999,False,Never Qualified
Golden State Warriors,1730,4173,41.5,1568,3608,43.5,162,565,28.7,794,1175,816,2375,1037,768,4416,1999,False,Never Qualified
Cleveland Cavaliers,1562,3561,43.9,1380,3027,45.6,182,534,34.1,1016,1356,472,1788,1093,785,4322,1999,False,Never Qualified
New York Knicks,1610,3704,43.5,1402,3115,45.0,208,589,35.3,892,1218,551,2061,963,804,4320,1999,True,Runner-Up
Atlanta Hawks,1539,3760,40.9,1342,3116,43.1,197,644,30.599999999999998,1040,1422,676,2175,782,745,4315,1999,True,Knocked Out
Chicago Bulls,1539,3837,40.1,1362,3225,42.199999999999996,177,612,28.9,840,1185,573,1967,1017,774,4095,1999,False,Never Qualified
Sacramento Kings,3276,7288,45.0,2742,5632,48.699999999999996,534,1656,32.2,1521,2016,1056,3691,1953,1325,8607,2000,True,Knocked Out
Detroit Pistons,3044,6635,45.9,2605,5412,48.1,439,1223,35.9,1956,2506,917,3375,1707,1288,8483,2000,True,Knocked Out
Dallas Mavericks,3195,7047,45.300000000000004,2676,5721,46.800000000000004,519,1326,39.1,1407,1751,931,3375,1810,1124,8316,2000,False,Never Qualified
Indiana Pacers,3047,6640,45.9,2464,5153,47.8,583,1487,39.2,1629,2008,842,3454,1857,1159,8306,2000,True,Runner-Up
Milwaukee Bucks,3174,6827,46.5,2780,5758,48.3,394,1069,36.9,1558,1982,1016,3389,1852,1230,8300,2000,True,Knocked Out
Los Angeles Lakers,3137,6836,45.9,2793,5789,48.199999999999996,344,1047,32.9,1649,2368,1117,3855,1921,1143,8267,2000,True,Champion
Orlando Magic,3169,7014,45.2,2875,6144,46.800000000000004,294,870,33.800000000000004,1574,2142,1145,3685,1709,1443,8206,2000,False,Never Qualified
Houston Rockets,3001,6664,45.0,2420,5039,48.0,581,1625,35.8,1573,2145,1008,3594,1774,1425,8156,2000,False,Never Qualified
Boston Celtics,3054,6880,44.4,2637,5620,46.9,417,1260,33.1,1621,2175,1108,3528,1741,1259,8146,2000,False,Never Qualified
Oklahoma City Thunder,3108,6946,44.7,2562,5335,48.0,546,1611,33.900000000000006,1363,1960,1042,3525,1878,1152,8125,2000,True,Knocked Out
Denver Nuggets,3057,6911,44.2,2587,5514,46.9,470,1397,33.6,1531,2116,1073,3663,1911,1281,8115,2000,False,Never Qualified
Phoenix Suns,3093,6771,45.7,2635,5525,47.699999999999996,458,1246,36.8,1467,1934,1022,3580,2098,1368,8111,2000,True,Knocked Out
Minnesota Timberwolves,3226,6910,46.7,2978,6194,48.1,248,716,34.599999999999994,1379,1769,1016,3487,2205,1139,8079,2000,True,Knocked Out
Charlotte Hornets,2935,6533,44.9,2596,5532,46.9,339,1001,33.900000000000006,1863,2458,884,3519,2023,1206,8072,2000,True,Knocked Out
Brooklyn Nets,2979,6881,43.3,2502,5507,45.4,477,1374,34.699999999999996,1601,2041,1040,3355,1688,1119,8036,2000,False,Never Qualified
Portland Trail Blazers,3021,6430,47.0,2614,5302,49.3,407,1128,36.1,1542,2029,966,3526,1925,1243,7991,2000,True,Knocked Out
Toronto Raptors,2980,6882,43.3,2555,5711,44.7,425,1171,36.3,1583,2068,1098,3547,1947,1137,7968,2000,True,Knocked Out
Cleveland Cavaliers,2977,6734,44.2,2634,5815,45.300000000000004,343,919,37.3,1653,2205,1010,3509,1941,1427,7950,2000,False,Never Qualified
Washington Wizards,3010,6681,45.1,2675,5791,46.2,335,890,37.6,1566,2107,1064,3502,1771,1320,7921,2000,False,Never Qualified
Utah Jazz,2962,6380,46.400000000000006,2633,5526,47.599999999999994,329,854,38.5,1661,2150,936,3362,2041,1220,7914,2000,True,Knocked Out
San Antonio Spurs,2952,6393,46.2,2622,5511,47.599999999999994,330,882,37.4,1652,2214,927,3593,1819,1233,7886,2000,True,Knocked Out
Golden State Warriors,2996,7140,42.0,2651,6071,43.7,345,1069,32.300000000000004,1497,2147,1300,3738,1851,1302,7834,2000,False,Never Qualified
Philadelphia 76ers,2993,6776,44.2,2785,6133,45.4,208,643,32.300000000000004,1577,2226,1147,3615,1817,1284,7771,2000,True,Knocked Out
Miami Heat,2974,6462,46.0,2528,5260,48.1,446,1202,37.1,1345,1827,921,3540,1931,1231,7739,2000,True,Knocked Out
Atlanta Hawks,3000,6807,44.1,2742,5993,45.800000000000004,258,814,31.7,1477,1987,1146,3716,1548,1266,7735,2000,False,Never Qualified
Memphis Grizzlies,2892,6441,44.9,2568,5543,46.300000000000004,324,898,36.1,1594,2060,1005,3329,1700,1381,7702,2000,False,Never Qualified
New York Knicks,2897,6374,45.5,2546,5437,46.800000000000004,351,937,37.5,1410,1805,802,3323,1588,1201,7555,2000,True,Knocked Out
Los Angeles Clippers,2877,6757,42.6,2448,5490,44.6,429,1267,33.900000000000006,1363,1826,955,3332,1479,1325,7546,2000,False,Never Qualified
Chicago Bulls,2565,6180,41.5,2225,5148,43.2,340,1032,32.9,1482,2089,1032,3355,1645,1557,6952,2000,False,Never Qualified
Sacramento Kings,3132,6969,44.9,2653,5616,47.199999999999996,479,1353,35.4,1600,2075,987,3692,1852,1221,8343,2001,True,Knocked Out
Milwaukee Bucks,3112,6798,45.800000000000004,2550,5317,48.0,562,1481,37.9,1474,1874,975,3475,1844,1123,8260,2001,True,Knocked Out
Los Angeles Lakers,3109,6685,46.5,2670,5410,49.4,439,1275,34.4,1594,2333,1085,3668,1888,1184,8251,2001,True,Champion
Dallas Mavericks,3085,6716,45.9,2568,5359,47.9,517,1357,38.1,1552,1954,831,3402,1740,1141,8239,2001,True,Knocked Out
Toronto Raptors,3048,6972,43.7,2619,5808,45.1,429,1164,36.9,1482,1984,1118,3647,2004,1080,8007,2001,True,Knocked Out
Orlando Magic,3013,6873,43.8,2523,5527,45.6,490,1346,36.4,1476,2068,1069,3519,1803,1245,7992,2001,True,Knocked Out
Minnesota Timberwolves,3148,6871,45.800000000000004,2826,5970,47.3,322,901,35.699999999999996,1364,1737,1002,3472,2083,1136,7982,2001,True,Knocked Out
Oklahoma City Thunder,3029,6649,45.6,2563,5480,46.800000000000004,466,1169,39.900000000000006,1454,1986,999,3421,1792,1252,7978,2001,False,Never Qualified
Houston Rockets,2943,6494,45.300000000000004,2439,5082,48.0,504,1412,35.699999999999996,1582,2086,919,3443,1613,1204,7972,2001,False,Never Qualified
Utah Jazz,2960,6289,47.099999999999994,2635,5437,48.5,325,852,38.1,1714,2280,943,3326,2110,1296,7959,2001,True,Knocked Out
Denver Nuggets,2979,6877,43.3,2467,5433,45.4,512,1444,35.5,1448,1964,1044,3627,1970,1136,7918,2001,False,Never Qualified
San Antonio Spurs,2884,6262,46.1,2439,5168,47.199999999999996,445,1094,40.699999999999996,1673,2340,902,3614,1778,1145,7886,2001,True,Knocked Out
Detroit Pistons,2919,6880,42.4,2530,5768,43.9,389,1112,35.0,1610,2233,1108,3734,1629,1304,7837,2001,False,Never Qualified
Portland Trail Blazers,3004,6417,46.800000000000004,2635,5360,49.2,369,1057,34.9,1447,1899,960,3441,1963,1257,7824,2001,True,Knocked Out
Philadelphia 76ers,2902,6487,44.7,2640,5684,46.400000000000006,262,803,32.6,1697,2277,1075,3675,1692,1292,7763,2001,True,Runner-Up
Boston Celtics,2773,6485,42.8,2181,4852,45.0,592,1633,36.3,1621,2190,897,3264,1708,1285,7759,2001,False,Never Qualified
Phoenix Suns,2944,6757,43.6,2612,5703,45.800000000000004,332,1054,31.5,1490,1973,970,3499,1905,1250,7710,2001,True,Knocked Out
Washington Wizards,2833,6453,43.9,2558,5605,45.6,275,848,32.4,1704,2245,1016,3386,1647,1391,7645,2001,False,Never Qualified
Indiana Pacers,2828,6431,44.0,2432,5272,46.1,396,1159,34.2,1539,2009,921,3516,1763,1244,7591,2001,True,Knocked Out
Golden State Warriors,2937,7175,40.9,2655,6211,42.699999999999996,282,964,29.299999999999997,1428,2024,1345,3730,1788,1301,7584,2001,False,Never Qualified
Los Angeles Clippers,2896,6467,44.800000000000004,2536,5404,46.9,360,1063,33.900000000000006,1429,2061,962,3521,1585,1293,7581,2001,False,Never Qualified
Cleveland Cavaliers,2890,6532,44.2,2670,5873,45.5,220,659,33.4,1561,2040,1015,3455,1708,1350,7561,2001,False,Never Qualified
Brooklyn Nets,2781,6550,42.5,2420,5466,44.3,361,1084,33.300000000000004,1629,2146,909,3246,1603,1208,7552,2001,False,Never Qualified
Charlotte Hornets,2800,6501,43.1,2460,5517,44.6,340,984,34.599999999999994,1599,2146,1033,3641,1900,1183,7539,2001,True,Knocked Out
Memphis Grizzlies,2870,6539,43.9,2545,5592,45.5,325,947,34.300000000000004,1457,1892,894,3325,1899,1291,7522,2001,False,Never Qualified
Atlanta Hawks,2876,6668,43.1,2543,5735,44.3,333,933,35.699999999999996,1374,1811,1028,3518,1559,1368,7459,2001,False,Never Qualified
Miami Heat,2694,6258,43.0,2216,4874,45.5,478,1384,34.5,1423,1874,813,3248,1630,1122,7289,2001,True,Knocked Out
New York Knicks,2755,6198,44.4,2364,5083,46.5,391,1115,35.099999999999994,1374,1727,773,3297,1520,1189,7275,2001,True,Knocked Out
Chicago Bulls,2721,6411,42.4,2392,5461,43.8,329,950,34.599999999999994,1410,1909,926,3186,1810,1292,7181,2001,False,Never Qualified
Dallas Mavericks,3200,6930,46.2,2579,5285,48.8,621,1645,37.8,1608,1994,918,3486,1811,992,8629,2002,True,Knocked Out
Sacramento Kings,3267,7003,46.7,2841,5843,48.6,426,1160,36.7,1618,2154,1013,3715,1958,1128,8578,2002,True,Knocked Out
Los Angeles Lakers,3150,6840,46.1,2640,5401,48.9,510,1439,35.4,1494,2138,1022,3629,1882,1040,8304,2002,True,Champion
